"userId","avg_rating_Adventure","avg_rating_Animation","avg_rating_Children","avg_rating_Comedy","avg_rating_Fantasy","avg_rating_Romance","avg_rating_Drama","avg_rating_Action","avg_rating_Crime","avg_rating_Thriller","avg_rating_Horror","avg_rating_Mystery","avg_rating_Sci-Fi","avg_rating_IMAX","avg_rating_Documentary","avg_rating_War","avg_rating_Musical","avg_rating_Western","avg_rating_Film-Noir","Adventure","Animation","Children","Comedy","Fantasy","Romance","Drama","Action","Crime","Thriller","Horror","Mystery","Sci-Fi","IMAX","Documentary","War","Musical","Western","Film-Noir"
23,4.13333333333333,3,3,4.30769230769231,4,4.33333333333333,4.56756756756757,4.25,4.42857142857143,4.425,4,4.33333333333333,4.19444444444444,4.57142857142857,5,4.5,NA,NA,NA,0.238095238095238,0.0158730158730159,0.0158730158730159,0.206349206349206,0.0317460317460317,0.0476190476190476,0.587301587301587,0.412698412698413,0.222222222222222,0.317460317460317,0.0158730158730159,0.0476190476190476,0.285714285714286,0.111111111111111,0.0158730158730159,0.142857142857143,0,0,0
24,3.35714285714286,3.57142857142857,3.52631578947368,3.5,3.375,4,3.73333333333333,3.4,4.5,3,3.5,4,3.5,3.5,NA,5,3,NA,NA,0.311111111111111,0.311111111111111,0.422222222222222,0.577777777777778,0.177777777777778,0.155555555555556,0.333333333333333,0.111111111111111,0.0444444444444444,0.0666666666666667,0.0444444444444444,0.0222222222222222,0.0888888888888889,0.0444444444444444,0,0.0222222222222222,0.155555555555556,0,0
25,3.5,3.5,3.25,3.16,3.7,3.41666666666667,3.35,3.25438596491228,3.0625,3.41176470588235,3.66666666666667,3.625,3.35897435897436,3.125,NA,3.875,NA,3.5,NA,0.344827586206897,0.0344827586206897,0.0459770114942529,0.28735632183908,0.0574712643678161,0.0689655172413793,0.344827586206897,0.655172413793103,0.183908045977011,0.390804597701149,0.0344827586206897,0.0459770114942529,0.448275862068966,0.0459770114942529,0,0.0459770114942529,0,0.0229885057471264,0
26,4,NA,NA,4.33333333333333,3,4.66666666666667,4.42,4.42857142857143,4.69444444444444,4.64285714285714,5,4.57142857142857,4.33333333333333,5,NA,4.3,NA,NA,5,0.0606060606060606,0,0,0.0909090909090909,0.0303030303030303,0.0909090909090909,0.757575757575758,0.212121212121212,0.545454545454545,0.424242424242424,0.0303030303030303,0.212121212121212,0.0909090909090909,0.0303030303030303,0,0.151515151515152,0,0,0.0303030303030303
27,3.85,NA,3.25,3.5,4,3.875,3.6304347826087,3.85526315789474,3.83333333333333,3.76086956521739,NA,3.75,3.61538461538462,4,NA,3.25,NA,3.5,4,0.483870967741935,0,0.032258064516129,0.129032258064516,0.209677419354839,0.0645161290322581,0.370967741935484,0.612903225806452,0.290322580645161,0.370967741935484,0,0.129032258064516,0.209677419354839,0.241935483870968,0,0.0645161290322581,0,0.0161290322580645,0.032258064516129
28,3.45252525252525,3.88175675675676,3.44535519125683,3.28935599284437,3.45918367346939,3.40943396226415,3.59213401310998,3.31371191135734,3.48139534883721,3.29580745341615,3.0634328358209,3.59119496855346,3.43239436619718,3.67213114754098,3.73287671232877,3.85658914728682,3.46788990825688,3.6140350877193,3.88235294117647,0.174357168016907,0.05213103205354,0.0644593166607961,0.393800634026066,0.0862979922507925,0.186685452624163,0.483620993307503,0.25431489961254,0.151461782317718,0.226840436773512,0.0471997182106376,0.056005635787249,0.125044029587883,0.021486438886932,0.0257132793237055,0.0454385346953153,0.0383938006340261,0.0200774920746742,0.00598802395209581
29,3.0952380952381,4,3.77777777777778,3.32608695652174,3.375,3.53846153846154,3.43820224719101,2.83333333333333,3.24137931034483,3.16279069767442,2.5,3.125,2.71428571428571,3.66666666666667,4,3.5,4,3.16666666666667,2,0.139072847682119,0.0397350993377483,0.0596026490066225,0.304635761589404,0.0529801324503311,0.258278145695364,0.589403973509934,0.23841059602649,0.19205298013245,0.28476821192053,0.0264900662251656,0.0529801324503311,0.0927152317880795,0.0198675496688742,0.0132450331125828,0.0529801324503311,0.0463576158940397,0.0397350993377483,0.00662251655629139
30,2.9,NA,NA,3.125,3,3.25,3.16666666666667,2.85714285714286,NA,2.94444444444444,3.16666666666667,3.5,3,2.5,NA,NA,3.5,NA,NA,0.476190476190476,0,0,0.380952380952381,0.0476190476190476,0.285714285714286,0.142857142857143,0.666666666666667,0,0.428571428571429,0.142857142857143,0.0476190476190476,0.428571428571429,0.142857142857143,0,0,0.0952380952380952,0,0
31,3.6875,3.75,3.81818181818182,4.26666666666667,4.04545454545455,3.9375,4.22058823529412,3.64705882352941,4.36666666666667,4.40625,4.41666666666667,4.3,3.625,3.5,NA,4.66666666666667,4,NA,NA,0.238805970149254,0.238805970149254,0.164179104477612,0.447761194029851,0.164179104477612,0.119402985074627,0.507462686567164,0.253731343283582,0.223880597014925,0.238805970149254,0.0895522388059701,0.149253731343284,0.17910447761194,0.0895522388059701,0,0.0447761194029851,0.0149253731343284,0,0
32,3.30769230769231,3.6,3.33333333333333,3.26666666666667,3.5,4.09090909090909,4.04545454545455,3.27272727272727,3,3.55555555555556,NA,3,3.42857142857143,4,NA,4.5,3.6,4,NA,0.295454545454545,0.113636363636364,0.204545454545455,0.340909090909091,0.0909090909090909,0.25,0.5,0.25,0.0909090909090909,0.204545454545455,0,0.0227272727272727,0.159090909090909,0.0681818181818182,0,0.0454545454545455,0.113636363636364,0.0227272727272727,0
33,4.12162162162162,4.38095238095238,4.38235294117647,4.24509803921569,4.2,3.80952380952381,4.36220472440945,4.05882352941176,4.30327868852459,4.17553191489362,4.3,4.32258064516129,4.14545454545455,3.83333333333333,4.45,4.42,4.25,4.41666666666667,4.7,0.279245283018868,0.0792452830188679,0.0641509433962264,0.192452830188679,0.0754716981132075,0.0792452830188679,0.479245283018868,0.384905660377359,0.230188679245283,0.354716981132075,0.0754716981132075,0.116981132075472,0.207547169811321,0.0452830188679245,0.0377358490566038,0.0943396226415094,0.0226415094339623,0.0226415094339623,0.0188679245283019
34,3.71951219512195,3.75,3.64705882352941,3.6,3.71428571428571,3.73809523809524,3.58181818181818,3.7037037037037,3.11111111111111,3.675,3.66666666666667,3.78571428571429,3.55555555555556,4,NA,3,3.78571428571429,3.5,NA,0.333333333333333,0.0813008130081301,0.138211382113821,0.48780487804878,0.227642276422764,0.341463414634146,0.447154471544715,0.219512195121951,0.0731707317073171,0.16260162601626,0.024390243902439,0.056910569105691,0.146341463414634,0.016260162601626,0,0.032520325203252,0.056910569105691,0.00813008130081301,0
35,3.55479452054795,3.9,3.875,3.9390243902439,3.82,3.93037974683544,4.0448275862069,3.5952380952381,4,3.84027777777778,3.86885245901639,3.94444444444444,3.73170731707317,3.1875,4.09375,3.95238095238095,3.875,3.75,4.14285714285714,0.145418326693227,0.0697211155378486,0.0318725099601594,0.245019920318725,0.099601593625498,0.157370517928287,0.577689243027888,0.209163346613546,0.143426294820717,0.286852589641434,0.121513944223108,0.161354581673307,0.245019920318725,0.0318725099601594,0.0318725099601594,0.0418326693227092,0.0239043824701195,0.0119521912350598,0.0139442231075697
36,3.36363636363636,3.57142857142857,3.5,3.54838709677419,3.375,3.33333333333333,3.77536231884058,3.58139534883721,3.80681818181818,3.74509803921569,3.75,3.8,3.575,3.55,3.5,3.77777777777778,NA,4,4.16666666666667,0.264,0.056,0.072,0.248,0.128,0.144,0.552,0.344,0.352,0.408,0.048,0.12,0.16,0.08,0.008,0.072,0,0.016,0.024
37,2.91666666666667,1.83333333333333,2.21428571428571,2.88888888888889,2.78260869565217,3.16666666666667,2.9537037037037,3.07142857142857,2.95348837209302,2.95180722891566,2.77777777777778,3.04545454545455,2.75384615384615,NA,NA,3.18181818181818,3.2,2.6,3,0.25531914893617,0.051063829787234,0.0595744680851064,0.268085106382979,0.0978723404255319,0.178723404255319,0.459574468085106,0.357446808510638,0.182978723404255,0.353191489361702,0.0765957446808511,0.0936170212765957,0.276595744680851,0,0,0.0468085106382979,0.0212765957446809,0.0212765957446809,0.00425531914893617
38,3.82142857142857,NA,NA,2.5,3.5,4,3.75,4.13888888888889,3.85,4.25,NA,4.8,3.89285714285714,4.5,NA,3.75,NA,NA,5,0.482758620689655,0,0,0.103448275862069,0.0689655172413793,0.0344827586206897,0.344827586206897,0.620689655172414,0.344827586206897,0.413793103448276,0,0.172413793103448,0.482758620689655,0.103448275862069,0,0.0689655172413793,0,0,0.0344827586206897
39,3.75,3,4.6,3.75,3.66666666666667,3.93333333333333,3.96969696969697,3.07142857142857,3.9,3.14285714285714,NA,2,3,NA,NA,5,4.2,NA,NA,0.210526315789474,0.0175438596491228,0.087719298245614,0.280701754385965,0.0526315789473684,0.263157894736842,0.578947368421053,0.245614035087719,0.175438596491228,0.245614035087719,0,0.0350877192982456,0.12280701754386,0,0,0.0350877192982456,0.087719298245614,0,0
40,4.71428571428571,NA,5,4.33333333333333,4.2,4.32,4.22105263157895,4.33333333333333,4.10526315789474,3.71428571428571,2.5,4.16666666666667,4.33333333333333,3,NA,4.63636363636364,5,4,5,0.0693069306930693,0,0.0198019801980198,0.267326732673267,0.0495049504950495,0.247524752475248,0.94059405940594,0.0891089108910891,0.188118811881188,0.138613861386139,0.0198019801980198,0.0594059405940594,0.0297029702970297,0.0099009900990099,0,0.108910891089109,0.0099009900990099,0.0099009900990099,0.0198019801980198
41,3.31818181818182,4,4,2.72222222222222,3.16666666666667,2.6875,3.20833333333333,3,2.94444444444444,2.90625,3.2,3.1,3.15384615384615,3.33333333333333,NA,3.5,NA,NA,NA,0.297297297297297,0.0810810810810811,0.027027027027027,0.243243243243243,0.162162162162162,0.216216216216216,0.324324324324324,0.486486486486487,0.243243243243243,0.432432432432432,0.135135135135135,0.135135135135135,0.351351351351351,0.0810810810810811,0,0.027027027027027,0,0,0
42,3.95238095238095,NA,4,4.25,3.5,4.66666666666667,4.1304347826087,3.86363636363636,3.71428571428571,3.75,3,4,3.9375,4,NA,4.11111111111111,NA,4,4,0.4375,0,0.0208333333333333,0.0833333333333333,0.0416666666666667,0.0625,0.479166666666667,0.458333333333333,0.145833333333333,0.25,0.0416666666666667,0.0416666666666667,0.333333333333333,0.0208333333333333,0,0.1875,0,0.0208333333333333,0.0208333333333333
43,3.26923076923077,3.9,3.5,3.109375,3.14285714285714,3.27586206896552,3.20689655172414,2.85365853658537,3.21428571428571,3.14893617021277,3,3.625,2.6875,4.33333333333333,5,3.4,3.57142857142857,3,NA,0.173333333333333,0.0666666666666667,0.0933333333333333,0.426666666666667,0.0933333333333333,0.193333333333333,0.386666666666667,0.273333333333333,0.186666666666667,0.313333333333333,0.04,0.0533333333333333,0.106666666666667,0.02,0.0266666666666667,0.0333333333333333,0.0466666666666667,0.0266666666666667,0
44,4.0125,4.17857142857143,3.92307692307692,3.40625,4.23684210526316,3.82,3.97674418604651,3.97297297297297,3.92307692307692,3.86,3.71428571428571,4,3.82692307692308,4,NA,3.83333333333333,3,5,NA,0.392156862745098,0.137254901960784,0.127450980392157,0.313725490196078,0.186274509803922,0.245098039215686,0.42156862745098,0.362745098039216,0.127450980392157,0.245098039215686,0.0686274509803922,0.0490196078431373,0.254901960784314,0.0686274509803922,0,0.0294117647058824,0.00980392156862745,0.00980392156862745,0
45,4.19230769230769,5,NA,4,4.33333333333333,4,4.22727272727273,4.09090909090909,4.28571428571429,4.1,4.16666666666667,4,4,3.16666666666667,NA,NA,NA,4.5,NA,0.52,0.04,0,0.04,0.24,0.04,0.44,0.44,0.28,0.2,0.12,0.16,0.32,0.12,0,0,0,0.04,0
46,3.85,3.6875,3.625,3.75510204081633,3.92,3.875,3.91447368421053,3.77083333333333,3.78571428571429,3.85365853658537,4.375,3.97916666666667,3.875,3.96428571428571,5,3.83333333333333,3.5,3.5,NA,0.264900662251656,0.0529801324503311,0.0529801324503311,0.324503311258278,0.165562913907285,0.185430463576159,0.503311258278146,0.317880794701987,0.139072847682119,0.271523178807947,0.0264900662251656,0.158940397350993,0.291390728476821,0.185430463576159,0.0132450331125828,0.0596026490066225,0.00662251655629139,0.00662251655629139,0
47,3.83333333333333,3.33333333333333,3.5,2.9,4,3.66666666666667,4.05,3.85714285714286,3.92857142857143,4.10526315789474,3.4,4,4.33333333333333,NA,4.83333333333333,4,3.66666666666667,NA,4.33333333333333,0.103448275862069,0.0517241379310345,0.0344827586206897,0.172413793103448,0.0862068965517241,0.155172413793103,0.344827586206897,0.120689655172414,0.241379310344828,0.327586206896552,0.0862068965517241,0.155172413793103,0.103448275862069,0,0.103448275862069,0.0344827586206897,0.0517241379310345,0,0.206896551724138
48,4.29411764705882,4,3.28571428571429,3.65217391304348,3.77777777777778,3.66666666666667,4.07142857142857,3.97297297297297,3.95238095238095,4.02941176470588,4,4,4.14285714285714,5,5,4,3.5,4,NA,0.160377358490566,0.0283018867924528,0.0660377358490566,0.433962264150943,0.0849056603773585,0.113207547169811,0.39622641509434,0.349056603773585,0.19811320754717,0.320754716981132,0.0566037735849057,0.0566037735849057,0.19811320754717,0.00943396226415094,0.00943396226415094,0.0377358490566038,0.0188679245283019,0.00943396226415094,0
49,3.77777777777778,4,4,3.61538461538462,3,3.8,4.125,3.71428571428571,3.90909090909091,4,4,4,4,4.33333333333333,NA,4.33333333333333,4,3,NA,0.243243243243243,0.0810810810810811,0.108108108108108,0.351351351351351,0.0540540540540541,0.135135135135135,0.432432432432432,0.378378378378378,0.297297297297297,0.486486486486487,0.0540540540540541,0.027027027027027,0.0810810810810811,0.0810810810810811,0,0.0810810810810811,0.0810810810810811,0.027027027027027,0
50,4.27272727272727,4.25,3.875,4.11290322580645,4.375,3.90625,4.26229508196721,4.19230769230769,4.3625,4.2875,4.07142857142857,4.35714285714286,3.84375,4,NA,4.27272727272727,5,4.33333333333333,4.3,0.186440677966102,0.0338983050847458,0.0338983050847458,0.26271186440678,0.0677966101694915,0.135593220338983,0.516949152542373,0.220338983050847,0.338983050847458,0.338983050847458,0.0593220338983051,0.177966101694915,0.135593220338983,0.0338983050847458,0,0.0932203389830508,0.00847457627118644,0.0508474576271186,0.0423728813559322
51,3.16666666666667,2,2,2.53333333333333,3.75,2.13636363636364,2.91666666666667,2.95238095238095,3.25,2.82608695652174,2.9,3.375,2.6,3,NA,3.5,0.833333333333333,2.25,2,0.3125,0.0833333333333333,0.0833333333333333,0.3125,0.0833333333333333,0.229166666666667,0.25,0.4375,0.125,0.479166666666667,0.104166666666667,0.0833333333333333,0.208333333333333,0.0416666666666667,0,0.0416666666666667,0.0625,0.0416666666666667,0.0208333333333333
52,3,2.85714285714286,2.7,2.91666666666667,3,3,3.175,2.97222222222222,3.19444444444444,3.5,3.2,3.25,3,NA,3.5,3.15,NA,2.7,4,0.2625,0.0875,0.0625,0.3,0.1375,0.1875,0.5,0.225,0.225,0.1375,0.0625,0.125,0.025,0,0.0125,0.125,0,0.0625,0.0125
53,4.80434782608696,1,1,3.6,4.59090909090909,5,4.27272727272727,4.98214285714286,4.85,4.95454545454545,4,4.9,5,4.96666666666667,NA,5,NA,NA,NA,0.575,0.025,0.025,0.125,0.275,0.025,0.275,0.7,0.25,0.275,0.025,0.125,0.425,0.375,0,0.025,0,0,0
54,3.84615384615385,4,4,3.77777777777778,4,3.77777777777778,4.5,3.88235294117647,4.77777777777778,4.15,NA,4.8,3.85714285714286,NA,NA,4,3.66666666666667,5,5,0.288888888888889,0.0222222222222222,0.0222222222222222,0.2,0.0222222222222222,0.2,0.533333333333333,0.377777777777778,0.2,0.444444444444444,0,0.111111111111111,0.155555555555556,0,0,0.0444444444444444,0.0666666666666667,0.0222222222222222,0.0222222222222222
55,4,4,4,3.83333333333333,3.83333333333333,4.33333333333333,4.27777777777778,4.08333333333333,4.28571428571429,4.1875,4.25,4.625,NA,NA,5,5,4,NA,NA,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.285714285714286,0.142857142857143,0.142857142857143,0.428571428571429,0.285714285714286,0.333333333333333,0.380952380952381,0.19047619047619,0.19047619047619,0,0,0.0476190476190476,0.0476190476190476,0.0476190476190476,0,0
56,2.3,NA,0.5,2.98888888888889,2.33333333333333,2.9375,3.31159420289855,2.61111111111111,3.3,2.4375,3,2.8,2.66666666666667,2,4.16666666666667,3.9,2.5,NA,4,0.0515463917525773,0,0.0103092783505155,0.463917525773196,0.0309278350515464,0.329896907216495,0.711340206185567,0.0927835051546392,0.103092783505155,0.0824742268041237,0.0103092783505155,0.0515463917525773,0.0309278350515464,0.0103092783505155,0.0309278350515464,0.0515463917525773,0.0206185567010309,0,0.0103092783505155
57,2.77777777777778,4.5,4.33333333333333,3.26315789473684,3.5,3.22222222222222,3.13333333333333,2.54545454545455,2.57142857142857,2.66666666666667,3,2.66666666666667,3.5,NA,NA,NA,4.5,NA,NA,0.225,0.05,0.075,0.475,0.15,0.225,0.375,0.275,0.175,0.375,0.05,0.075,0.1,0,0,0,0.05,0,0
58,4.09090909090909,4.3125,4.33333333333333,3.73333333333333,4.2,4.5,4.375,3.95454545454545,3.66666666666667,4.35714285714286,4.5,4.5,4.21428571428571,4.375,NA,4.5,NA,4.75,NA,0.628571428571429,0.228571428571429,0.171428571428571,0.428571428571429,0.142857142857143,0.0571428571428571,0.114285714285714,0.628571428571429,0.171428571428571,0.2,0.0285714285714286,0.0571428571428571,0.2,0.114285714285714,0,0.0285714285714286,0,0.0571428571428571,0
